index,run_id,rank,alpha,lr,max_steps,num_infer_gpus,num_train_gpus,batch_size,rollouts_per_example,max_trainable_llm_subcalls_per_rollout,semantic_child_local_advantage_weight,max_total_subcalls,max_batched_subcalls,subcall_batch_overflow_mode,adaptive_efficiency_beta_max,adaptive_efficiency_gamma,efficiency_penalty_applies_to,dataset_id,wandb_entity,wandb_project,config_path,output_dir,status
1,rlm-rlvr-qwen3-4b-depth1-h100-r4-a8-lr1e-4-s150-semantic-delegation-v3-curriculum-local80-terminal20-root8-beta1,4,8,1e-4,150,4,4,64,4,3,0.8,24,16,reject,1.0,2.0,correct_only,lsteno/BEEG-agents-semantic-delegation-v3,lsteno-university-of-twente,rlm-rlvr,configs/rlm_rlvr/semantic_delegation_v3_curriculum/qwen3_4b_instruct_depth1_r004_a008_lr1e-4_s150_8xh100_semantic-delegation-v3-curriculum-local80-terminal20-root8-beta1.toml,outputs/rlm-rlvr-qwen3-4b-depth1-h100-r4-a8-lr1e-4-s150-semantic-delegation-v3-curriculum-local80-terminal20-root8-beta1,pending
