index,run_id,run_type,rank,alpha,lr,max_steps,num_infer_gpus,num_train_gpus,batch_size,rollouts_per_example,max_trainable_llm_subcalls_per_rollout,semantic_child_local_advantage_weight,semantic_child_fraction,efficiency_penalty_mode,efficiency_tie_break_max,dataset_id,wandb_entity,wandb_project,config_path,output_dir,status
1,rlm-rlvr-qwen3-4b-depth1-h100-r4-a8-lr1e-4-s50-semantic-delegation-v6-packet-credit-tiebreak005-root60-pilot,pilot,4,8,1e-4,50,4,4,64,8,3,0.8,0.4,accuracy_stratified_group,0.05,lsteno/BEEG-agents-semantic-delegation-v6,lsteno-university-of-twente,rlm-rlvr,configs/rlm_rlvr/semantic_delegation_v6_packet_credit/qwen3_4b_instruct_depth1_r004_a008_lr1e-4_s50_8xh100_semantic-delegation-v6-packet-credit-tiebreak005-root60-pilot.toml,outputs/rlm-rlvr-qwen3-4b-depth1-h100-r4-a8-lr1e-4-s50-semantic-delegation-v6-packet-credit-tiebreak005-root60-pilot,pending
