index,run_id,rank,alpha,lr,max_steps,max_async_level,max_off_policy_steps,hard_cooldown_steps,seed,batch_size,rollouts_per_example,num_infer_gpus,num_train_gpus,inference_dp,train_worker_count,eval_worker_count,rollout_timeout_seconds,repl_timeout_seconds,max_total_subcalls,max_batched_subcalls,max_trainable_llm_subcalls_per_rollout,adaptive_efficiency_beta_max,adaptive_efficiency_gamma,adaptive_efficiency_solve_rate_floor,adaptive_efficiency_cost_basis,efficiency_root_token_multiplier,efficiency_plain_subcall_token_multiplier,max_turn_penalty,judge_candidate_max_chars,judge_question_max_chars,judge_expected_max_chars,subcall_batch_max_workers,online_filter_easy,easy_threshold,easy_fraction,experiment_depth,runtime_max_depth,prompt_variant,config_path,output_dir,train_data_path,eval_data_path,wandb_entity,wandb_project,wandb_name,base_config,status,notes
1,rlm-rlvr-qwen3-4b-depth1-llmonly-h100-r4-a8-lr1e-4-s150-train-subcalls-root8-beta1-ff05-judgeguard-labelhidden-trainonceeasy-bal35f40v1,4,8,1e-4,150,2,4,5,42,64,4,4,4,4,32,16,400,300,50,50,3,1.0,1.0,0.25,weighted_turn_tokens,8.0,1.0,0.5,8192,32768,8192,2,false,1.0,0.0,1,0,sanjaya_text_depth1_llm_only_v1,configs/rlm_rlvr/rerun_depth1_h100_lora_label_hidden_trainonce/qwen3_4b_instruct_sanjaya_depth1_llmonly_r004_a008_lr1e-4_s150_8xh100_train-subcalls-root8-beta1-ff05-judgeguard-labelhidden-trainonceeasy-bal35f40v1.toml,outputs/rlm-rlvr-qwen3-4b-depth1-llmonly-h100-r4-a8-lr1e-4-s150-train-subcalls-root8-beta1-ff05-judgeguard-labelhidden-trainonceeasy-bal35f40v1,../data/beeg_agents_balanced_35_40_25_frames40_oolong_label_hidden_v1/train.parquet,../data/beeg_agents_balanced_35_40_25_frames40_oolong_label_hidden_v1/eval.parquet,lsteno-university-of-twente,rlm-rlvr,rlm-rlvr-qwen3-4b-depth1-llmonly-h100-r4-a8-lr1e-4-s150-train-subcalls-root8-beta1-ff05-judgeguard-labelhidden-trainonceeasy-bal35f40v1,configs/rlm_rlvr/rerun_depth1_h100_lora_trainable_subcalls/qwen3_4b_instruct_sanjaya_depth1_llmonly_r004_a008_lr1e-4_s150_8xh100_train-subcalls-root8-beta1-ff05-judgeguard-retire-solved-bal35f40v1.toml,pending,full_balanced_dataset_with_oolong_label_hidden=true;train_plain_llm_subcalls=true;max_trainable_llm_subcalls_per_rollout=3;adaptive_efficiency_cost_basis=weighted_turn_tokens;root_token_multiplier=8.0;adaptive_efficiency_beta_max=1.0;max_turn_penalty=0.5;judge_guard_chars=8192/32768/8192;online_filter_easy=false;easy_threshold=1.0;easy_fraction=0.0
